Cart_with_small_tank_drum Count,Piped_into_dwelling Count,Protected_spring Count,Protected_well_ Count,Rainwater_collection Count,Surface_water_river_dam_lake_pond_stream_canal_irrigation_channel Count,Tanker_truck Count,Water_kiosk Count,Water_trucking Count,Cart_with_small_tank_drum Percent,Piped_into_dwelling Percent,Protected_spring Percent,Protected_well_ Percent,Rainwater_collection Percent,Surface_water_river_dam_lake_pond_stream_canal_irrigation_channel Percent,Tanker_truck Percent,Water_kiosk Percent,Water_trucking Percent,A5_characteristic,
Count,Percent,Count,Percent,Count,Percent,Count,Percent,Count,Percent,Count,Percent,Count,Percent,Count,Percent,Count,Percent,,
,,,,,,,,,,,,,,,,,,,
154,42.07650273224044,141,38.52459016393443,22,6.0109289617486334,16,4.371584699453552,12,3.278688524590164,11,3.0054644808743167,4,1.092896174863388,4,1.092896174863388,1,0.273224043715847,,
0,0,0,12,140,9,0,0,3,0.0,0.0,0.0,7.317073170731707,85.36585365853658,5.487804878048781,0.0,0.0,1.8292682926829267,Rural_Al_Jiblah,Characteristic
4,16,1,0,1,2,22,4,151,1.9900497512437811,7.960199004975125,0.4975124378109453,0.0,0.4975124378109453,0.9950248756218906,10.945273631840797,1.9900497512437811,75.12437810945273,Urban_Al_Habelien,Characteristic
